annotator_ID|topic|original_text|counterfactual|timeInS|a_frames|a_fluency|a_meaning|experiment_type|original_frames|target_frames
11|ne|There are many types of facilities that are far more vulnerable , including liquid natural gas plants , chemical plants and numerous political targets . "|There are many types of facilities that are far more nuclear, including liquid natural gas plants, chemical plants and numerous kinds of nuclear facilities . "|71|-------RELIABILITY-----|4|1|ne/exchange_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY|FOSSIL
31|ne|There are many types of facilities that are far more vulnerable , including liquid natural gas plants , chemical plants and numerous political targets . "|There are many types of facilities that are far more nuclear, including liquid natural gas plants, chemical plants and numerous kinds of nuclear facilities . "|18|----FOSSIL--------|1|-1|ne/exchange_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY|FOSSIL
99|ne|There are many types of facilities that are far more vulnerable , including liquid natural gas plants , chemical plants and numerous political targets . "|There are many types of facilities that are far more nuclear, including liquid natural gas plants, chemical plants and numerous kinds of nuclear facilities . "|114|---ENVIRONMENTAL---------|4|0|ne/exchange_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY|FOSSIL
11|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ exploitable ” reactors, such as nuclear heat tanks and nuclear reactors, that are reported to produce less waste and have reduced safety concerns.|22|ACCIDENTS/SECURITY------------|4|1|ne/remove_random_labels_1_by_t5-small_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ACCIDENTS/SECURITY-WASTE
31|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ exploitable ” reactors, such as nuclear heat tanks and nuclear reactors, that are reported to produce less waste and have reduced safety concerns.|55|ACCIDENTS/SECURITY----------WASTE--|3|1|ne/remove_random_labels_1_by_t5-small_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ACCIDENTS/SECURITY-WASTE
99|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ exploitable ” reactors, such as nuclear heat tanks and nuclear reactors, that are reported to produce less waste and have reduced safety concerns.|150|---ENVIRONMENTAL-------WASTE--|4|0|ne/remove_random_labels_1_by_t5-small_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ACCIDENTS/SECURITY-WASTE
11|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ green ” nuclear plants operational today, such as waste and waste water reactors, that are reported to produce less waste and have reduced safety concerns.|21|----------WASTE--|4|1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ACCIDENTS/SECURITY-WASTE
31|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ green ” nuclear plants operational today, such as waste and waste water reactors, that are reported to produce less waste and have reduced safety concerns.|36|----------WASTE--|2|-1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ACCIDENTS/SECURITY-WASTE
99|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ green ” nuclear plants operational today, such as waste and waste water reactors, that are reported to produce less waste and have reduced safety concerns.|37|---ENVIRONMENTAL-------WASTE--|4|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ACCIDENTS/SECURITY-WASTE
11|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ next generation ” reactors, such as high-temperature breeder reactors and particle-beam activated reactors, that are reported to produce nuclear energy and have reduced safety concerns.|37|ACCIDENTS/SECURITY-------RELIABILITY-----|4|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ACCIDENTS/SECURITY-TECHNOLOGICAL
31|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ next generation ” reactors, such as high-temperature breeder reactors and particle-beam activated reactors, that are reported to produce nuclear energy and have reduced safety concerns.|36|---------TECHNOLOGICAL-WASTE--|4|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ACCIDENTS/SECURITY-TECHNOLOGICAL
99|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ next generation ” reactors, such as high-temperature breeder reactors and particle-beam activated reactors, that are reported to produce nuclear energy and have reduced safety concerns.|46|---ENVIRONMENTAL---------|4|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ACCIDENTS/SECURITY-TECHNOLOGICAL
11|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ next generation ” reactors, such as high-temperature breeder reactors and particle-beam activated reactors, that are reported to produce reduced greenhouse gases emissions and have reduced environmental health concerns.|11|---ENVIRONMENTAL---------|4|1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ENVIRONMENTAL-TECHNOLOGICAL-HEALTH
31|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ next generation ” reactors, such as high-temperature breeder reactors and particle-beam activated reactors, that are reported to produce reduced greenhouse gases emissions and have reduced environmental health concerns.|41|---ENVIRONMENTAL------TECHNOLOGICAL---|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ENVIRONMENTAL-TECHNOLOGICAL-HEALTH
99|ne|There are no operating “ next generation ” reactors , such as high-temperature breeder reactors and particle-beam activated reactors , that are reported to produce less waste and have reduced safety concerns .|There are no operating “ next generation ” reactors, such as high-temperature breeder reactors and particle-beam activated reactors, that are reported to produce reduced greenhouse gases emissions and have reduced environmental health concerns.|244|---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-WASTE-ACCIDENTS/SECURITY-TECHNOLOGICAL|ENVIRONMENTAL-TECHNOLOGICAL-HEALTH
11|ne|There are technological innovations in the wings at the moment that will make it much quicker to build nuclear power stations , he said .|There are many projects in the wings at the moment that will make it much quicker to build nuclear power stations, he said.|37|------------|4|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-TECHNOLOGICAL|WASTE
31|ne|There are technological innovations in the wings at the moment that will make it much quicker to build nuclear power stations , he said .|There are many projects in the wings at the moment that will make it much quicker to build nuclear power stations, he said.|42|-------RELIABILITY--TECHNOLOGICAL---|4|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-TECHNOLOGICAL|WASTE
99|ne|There are technological innovations in the wings at the moment that will make it much quicker to build nuclear power stations , he said .|There are many projects in the wings at the moment that will make it much quicker to build nuclear power stations, he said.|282|--ENERGY----------|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-TECHNOLOGICAL|WASTE
11|ne|There ’s a subtext that a nuclear disaster ( like Deepwater Horizon ) will devastate the arctic .|There ’s a subtext that a nuclear energy company (like Deepwater Horizon) will ultimately boost the independence of foreign governments.|27|--ENERGY----------|3|1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|ENVIRONMENTAL-O-ACCIDENTS/SECURITY|WASTE-ENERGY
31|ne|There ’s a subtext that a nuclear disaster ( like Deepwater Horizon ) will devastate the arctic .|There ’s a subtext that a nuclear energy company (like Deepwater Horizon) will ultimately boost the independence of foreign governments.|30|ACCIDENTS/SECURITY--ENERGY----------|3|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|ENVIRONMENTAL-O-ACCIDENTS/SECURITY|WASTE-ENERGY
99|ne|There ’s a subtext that a nuclear disaster ( like Deepwater Horizon ) will devastate the arctic .|There ’s a subtext that a nuclear energy company (like Deepwater Horizon) will ultimately boost the independence of foreign governments.|53|--ENERGY----------|5|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|ENVIRONMENTAL-O-ACCIDENTS/SECURITY|WASTE-ENERGY
11|ne|Therefore the world can not free itself from nuclear weapons while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist .|Therefore the world cannot free itself from nuclear power pollution while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist.|42|---ENVIRONMENTAL---------|5|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|WEAPONS-O|ENVIRONMENTAL
31|ne|Therefore the world can not free itself from nuclear weapons while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist .|Therefore the world cannot free itself from nuclear power pollution while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist.|49|--ENERGY-ENVIRONMENTAL-------WASTE--|3|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|WEAPONS-O|ENVIRONMENTAL
99|ne|Therefore the world can not free itself from nuclear weapons while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist .|Therefore the world cannot free itself from nuclear power pollution while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist.|85|---ENVIRONMENTAL----RELIABILITY-----|4|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|WEAPONS-O|ENVIRONMENTAL
11|ne|Therefore the world can not free itself from nuclear weapons while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist .|Therefore the world cannot free itself from solar power while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist.|12|---ENVIRONMENTAL---------|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|WEAPONS-O|RENEWABLES//RENEWABLES
31|ne|Therefore the world can not free itself from nuclear weapons while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist .|Therefore the world cannot free itself from solar power while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist.|33|--ENERGY------RENEWABLES----|3|-1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|WEAPONS-O|RENEWABLES//RENEWABLES
99|ne|Therefore the world can not free itself from nuclear weapons while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist .|Therefore the world cannot free itself from solar power while reactors and nuclear fuel chain facilities such as uranium enrichment and reprocessing factories exist.|52|---ENVIRONMENTAL----RELIABILITY-----|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|WEAPONS-O|RENEWABLES//RENEWABLES
11|ne|These meltdowns are still pouring radiation pollution across the Japanese landscape .|These meltdowns are still pouring out across the world.|15|---ENVIRONMENTAL---------|3|1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|ENVIRONMENTAL-O-ACCIDENTS/SECURITY|PUBLIC-ACCIDENTS/SECURITY
31|ne|These meltdowns are still pouring radiation pollution across the Japanese landscape .|These meltdowns are still pouring out across the world.|31|ACCIDENTS/SECURITY---ENVIRONMENTAL---------|3|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|ENVIRONMENTAL-O-ACCIDENTS/SECURITY|PUBLIC-ACCIDENTS/SECURITY
99|ne|These meltdowns are still pouring radiation pollution across the Japanese landscape .|These meltdowns are still pouring out across the world.|26|------------|5|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|ENVIRONMENTAL-O-ACCIDENTS/SECURITY|PUBLIC-ACCIDENTS/SECURITY
11|ne|They have high energy density as compared to fossil fuels .|They have a higher emissions footprint as compared to terrestrial space space.|19|---ENVIRONMENTAL---------|3|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-FOSSIL-RELIABILITY|ENERGY-ENVIRONMENTAL
31|ne|They have high energy density as compared to fossil fuels .|They have a higher emissions footprint as compared to terrestrial space space.|32|---ENVIRONMENTAL---------|1|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-FOSSIL-RELIABILITY|ENERGY-ENVIRONMENTAL
99|ne|They have high energy density as compared to fossil fuels .|They have a higher emissions footprint as compared to terrestrial space space.|27|-------RELIABILITY-----|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-FOSSIL-RELIABILITY|ENERGY-ENVIRONMENTAL
11|ne|They have high energy density as compared to fossil fuels .|They have a higher stake in nuclear power as compared to fossil fuels.|23|----FOSSIL--------|4|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-FOSSIL-RELIABILITY|FOSSIL-ENERGY
31|ne|They have high energy density as compared to fossil fuels .|They have a higher stake in nuclear power as compared to fossil fuels.|37|-COSTS---FOSSIL--------|2|-1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-FOSSIL-RELIABILITY|FOSSIL-ENERGY
99|ne|They have high energy density as compared to fossil fuels .|They have a higher stake in nuclear power as compared to fossil fuels.|135|----FOSSIL---RELIABILITY-----|5|1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-FOSSIL-RELIABILITY|FOSSIL-ENERGY
11|ne|They know it is both far too dangerous and far too expensive .|They know it is both far too expensive and far too expensive.|15|-COSTS-----------|3|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY-COSTS|COSTS//COSTS
31|ne|They know it is both far too dangerous and far too expensive .|They know it is both far too expensive and far too expensive.|16|-COSTS-----------|1|-1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY-COSTS|COSTS//COSTS
99|ne|They know it is both far too dangerous and far too expensive .|They know it is both far too expensive and far too expensive.|28|-COSTS-----------|3|-1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY-COSTS|COSTS//COSTS
11|ne|They know it is both far too dangerous and far too expensive .|They know it is both far too far and far too far away from solar wind farms.|22|------------|4|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-ACCIDENTS/SECURITY-COSTS|RENEWABLES-PUBLIC
31|ne|They know it is both far too dangerous and far too expensive .|They know it is both far too far and far too far away from solar wind farms.|17|-COSTS-------RENEWABLES----|2|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-ACCIDENTS/SECURITY-COSTS|RENEWABLES-PUBLIC
99|ne|They know it is both far too dangerous and far too expensive .|They know it is both far too far and far too far away from solar wind farms.|26|-------RELIABILITY-----|3|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-ACCIDENTS/SECURITY-COSTS|RENEWABLES-PUBLIC
11|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous demand for new generating capacity must be met while also increasing and minimizing the disruption of wind flow flow and other renewable energy consumption.|30|--------RENEWABLES----|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL-RELIABILITY|RELIABILITY-RENEWABLES
31|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous demand for new generating capacity must be met while also increasing and minimizing the disruption of wind flow flow and other renewable energy consumption.|41|-------RELIABILITY-RENEWABLES----|3|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL-RELIABILITY|RELIABILITY-RENEWABLES
99|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous demand for new generating capacity must be met while also increasing and minimizing the disruption of wind flow flow and other renewable energy consumption.|4911|---------TECHNOLOGICAL---|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL-RELIABILITY|RELIABILITY-RENEWABLES
11|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous demand for new generating capacity must be met while also saving and minimizing energy consumption and other renewable energy costs.|36|--------RENEWABLES----|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL-RELIABILITY|RELIABILITY-RENEWABLES
31|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous demand for new generating capacity must be met while also saving and minimizing energy consumption and other renewable energy costs.|41|------PUBLIC-RELIABILITY-RENEWABLES----|3|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL-RELIABILITY|RELIABILITY-RENEWABLES
99|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous demand for new generating capacity must be met while also saving and minimizing energy consumption and other renewable energy costs.|100|--------RENEWABLES----|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL-RELIABILITY|RELIABILITY-RENEWABLES
11|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous energy source is cost effective, while also containing global warming and minimizing pollution and other environmental damage.|22|---ENVIRONMENTAL---------|4|1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-RELIABILITY|ENVIRONMENTAL-COSTS
31|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous energy source is cost effective, while also containing global warming and minimizing pollution and other environmental damage.|56|-COSTS--ENVIRONMENTAL---------|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-RELIABILITY|ENVIRONMENTAL-COSTS
99|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous energy source is cost effective, while also containing global warming and minimizing pollution and other environmental damage.|31|---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-RELIABILITY|ENVIRONMENTAL-COSTS
11|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous power source can save energy, while also containing global warming and minimizing pollution and other environmental damage.|16|---ENVIRONMENTAL---------|4|1|ne/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-RELIABILITY|ENVIRONMENTAL-HEALTH
31|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous power source can save energy, while also containing global warming and minimizing pollution and other environmental damage.|107|-COSTS-----------|2|1|ne/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-RELIABILITY|ENVIRONMENTAL-HEALTH
99|ne|This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .|This enormous power source can save energy, while also containing global warming and minimizing pollution and other environmental damage.|97|---ENVIRONMENTAL---------|4|0|ne/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-RELIABILITY|ENVIRONMENTAL-HEALTH
11|ne|This makes nuclear energy , as a clean alternative to coal , unnecessary .|This makes nuclear energy, as a renewable alternative to nuclear energy, unnecessary.|17|----FOSSIL--------|3|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-ENVIRONMENTAL-FOSSIL|RENEWABLES-ENERGY
31|ne|This makes nuclear energy , as a clean alternative to coal , unnecessary .|This makes nuclear energy, as a renewable alternative to nuclear energy, unnecessary.|16|--------RENEWABLES----|1|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-ENVIRONMENTAL-FOSSIL|RENEWABLES-ENERGY
99|ne|This makes nuclear energy , as a clean alternative to coal , unnecessary .|This makes nuclear energy, as a renewable alternative to nuclear energy, unnecessary.|27|--------RENEWABLES----|3|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-ENVIRONMENTAL-FOSSIL|RENEWABLES-ENERGY
11|ne|This makes nuclear energy , as a clean alternative to coal , unnecessary .|This makes nuclear energy, as a viable alternative to coal, unnecessary.|16|----FOSSIL--------|4|10|ne/remove_random_labels_1_by_t5-large_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-FOSSIL|FOSSIL//FOSSIL
31|ne|This makes nuclear energy , as a clean alternative to coal , unnecessary .|This makes nuclear energy, as a viable alternative to coal, unnecessary.|13|----FOSSIL--------|2|-1|ne/remove_random_labels_1_by_t5-large_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-FOSSIL|FOSSIL//FOSSIL
99|ne|This makes nuclear energy , as a clean alternative to coal , unnecessary .|This makes nuclear energy, as a viable alternative to coal, unnecessary.|61|----FOSSIL--------|4|0|ne/remove_random_labels_1_by_t5-large_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL-FOSSIL|FOSSIL//FOSSIL
11|ne|This makes nuclear energy , as a clean alternative to coal , unnecessary .|This makes nuclear energy, as a viable alternative to renewable solar energy, unnecessary.|25|--------RENEWABLES----|4|1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-ENVIRONMENTAL-FOSSIL|RELIABILITY-RENEWABLES
31|ne|This makes nuclear energy , as a clean alternative to coal , unnecessary .|This makes nuclear energy, as a viable alternative to renewable solar energy, unnecessary.|20|--------RENEWABLES----|2|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-ENVIRONMENTAL-FOSSIL|RELIABILITY-RENEWABLES
99|ne|This makes nuclear energy , as a clean alternative to coal , unnecessary .|This makes nuclear energy, as a viable alternative to renewable solar energy, unnecessary.|103|------------|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-ENVIRONMENTAL-FOSSIL|RELIABILITY-RENEWABLES
11|ne|This presents risks to the populations that exist on the route to these waste areas .|This presents the Waste Area Regulation Regulations that exist on the route to these waste areas.|19|----------WASTE--|3|-1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-WASTE-ENVIRONMENTAL|WASTE-ENERGY
31|ne|This presents risks to the populations that exist on the route to these waste areas .|This presents the Waste Area Regulation Regulations that exist on the route to these waste areas.|15|----------WASTE--|1|-1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-WASTE-ENVIRONMENTAL|WASTE-ENERGY
99|ne|This presents risks to the populations that exist on the route to these waste areas .|This presents the Waste Area Regulation Regulations that exist on the route to these waste areas.|52|----------WASTE--|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-WASTE-ENVIRONMENTAL|WASTE-ENERGY
11|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This energy has the latest innovations in technological innovations, technological developments and technological advances, such as technological advancement and innovation. through breathing and the food chain, as gases and tiny metal particles.|54|---------TECHNOLOGICAL---|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|HEALTH-O|TECHNOLOGICAL
31|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This energy has the latest innovations in technological innovations, technological developments and technological advances, such as technological advancement and innovation. through breathing and the food chain, as gases and tiny metal particles.|15|---------TECHNOLOGICAL---|1|-1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|HEALTH-O|TECHNOLOGICAL
99|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This energy has the latest innovations in technological innovations, technological developments and technological advances, such as technological advancement and innovation. through breathing and the food chain, as gases and tiny metal particles.|21|---------TECHNOLOGICAL---|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|HEALTH-O|TECHNOLOGICAL
11|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This is a technological innovations in technological developments. The latest innovations include technological advances in the technological and technological fields, through breathing and the food chain, as gases and tiny metal particles.|11|---------TECHNOLOGICAL---|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|HEALTH-O|TECHNOLOGICAL
31|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This is a technological innovations in technological developments. The latest innovations include technological advances in the technological and technological fields, through breathing and the food chain, as gases and tiny metal particles.|12|---------TECHNOLOGICAL---|1|-1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|HEALTH-O|TECHNOLOGICAL
99|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This is a technological innovations in technological developments. The latest innovations include technological advances in the technological and technological fields, through breathing and the food chain, as gases and tiny metal particles.|38|-----HEALTH----TECHNOLOGICAL---|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|HEALTH-O|TECHNOLOGICAL
11|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This is passed into air pollution emissions through breathing and the food chain, as gases and tiny metal particles.|35|---ENVIRONMENTAL---------|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|HEALTH-O|ENVIRONMENTAL
31|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This is passed into air pollution emissions through breathing and the food chain, as gases and tiny metal particles.|63|---ENVIRONMENTAL---------|2|-1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|HEALTH-O|ENVIRONMENTAL
99|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This is passed into air pollution emissions through breathing and the food chain, as gases and tiny metal particles.|85|-----HEALTH-------|4|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|HEALTH-O|ENVIRONMENTAL
11|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This nuclear energy is accessible through breathing and the food chain, as gases and tiny metal particles.|17|-----HEALTH-------|3|1|ne/exchange_random_labels_1_by_t5-small_TOP10|HEALTH-O|ENERGY
31|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This nuclear energy is accessible through breathing and the food chain, as gases and tiny metal particles.|10233|-------RELIABILITY-----|1|-1|ne/exchange_random_labels_1_by_t5-small_TOP10|HEALTH-O|ENERGY
99|ne|This radioactivity enters the human body through breathing and the food chain , as gases and tiny metal particles .|This nuclear energy is accessible through breathing and the food chain, as gases and tiny metal particles.|31|-----HEALTH-------|5|10|ne/exchange_random_labels_1_by_t5-small_TOP10|HEALTH-O|ENERGY
